id,user_id,question,response,timestamp
49,7796093064,Would you describe yourself as more organized or spontaneous?,"It depends, I am usually very organized it makes me do more things and to handle my life",2025-02-26 11:44:19.213534
50,7796093064,Do you prefer working independently or as part of a team when managing important tasks?,"I love working on a team, some parts I’ll try to do them in my own but in a team it is always better",2025-02-26 11:44:41.538752
51,7954959823,Would you describe yourself as more organized or spontaneous?,I am usually more spontaneous. But it depends on the situation. When it is work I like to be organized but when it is about my social life I prefer to be spontaneous.,2025-02-26 20:52:46.976833
52,7954959823,"What was the most difficult moment you’ve ever faced, and how did you overcome it?","The most difficult moment I have ever faced is when I came to Canada alone to live here. It was difficult because I went out from my comfort zone: no family, no friends and especially I didn’t know the city where I am going to live in. I overcame it by being myself and taking a step back when I am in front of an obstacle. I used my social skills and the fact that I am kind of crafty to be as comfortable as I am now.",2025-02-26 20:55:49.412411
53,7954959823,"If you could give your younger self one piece of advice, what would it be?",One advice I could have gave to my younger self is to be more interessted with computer science and AI. It could open more doors for a brighter future.,2025-02-26 20:57:02.113898
54,7954959823,What’s a mistake you made that taught you an important life lesson?,I trusted some people during my life that I shouldn’t trust. They abused my trust and they hurt me. So I learned how to analyze people and to know who deserves my trust and who don’t.,2025-02-26 20:58:40.351790
55,7954959823,"If your life was turned into a movie, what genre would it be and who would play you?",It would be a romantic comedy because those are my principal aspect of my life: fun and love. and it will be played by Leonardo di caprio.,2025-02-26 20:59:42.776519
56,7972368656,Do you enjoy taking risks or do you prefer security?,I prefer security. I am quite anxious and an overthinker. I don’t take risks unless they are well thought out.,2025-02-26 21:52:16.408505
57,7972368656,What do you value most in friendships or professional relationships?,Friendship. Friends are the family you choose. They are part of my support system since childhood.,2025-02-26 21:53:22.493267
58,7972368656,"If you could have any superpower, which one would you choose and why?",I would choose teleportation. It allow me to travel anywhere instantly. It would be fun to explore the world in a snap.,2025-02-26 21:56:00.498018
59,7972368656,"When you're feeling down, what’s something that usually cheers you up?","Cleaning then having a long hot shower. And finally having a nice cup of tea, while watching my favorite movie.",2025-02-26 22:00:48.555254
60,7972368656,Is there a moment you wish you could erase or redo?,"No, I don’t think so. I learned to accept things as they are.",2025-02-26 22:06:05.302221
61,7796093064,What motivates you the most when working towards a goal?,when I want to achieve something it’s for my self esteem and make my parents happy. I like challenging myself to get to where I want,2025-02-27 17:19:31.513144
62,7796093064,Is there a cause or issue that you deeply care about?,"I am a very  empathic person, so i usually care and get emotional about things",2025-02-27 17:19:45.385214
63,7796093064, What word would people close to you use to describe you?,They will describe me as an honest and real person,2025-02-27 17:20:00.034074
64,7796093064,How do you typically handle unexpected situations?,"At first I stress a lot, I panick and when I calm down a bit later after I can try to solve the problem",2025-02-27 17:20:35.056306
65,7796093064,Do you prefer working independently or as part of a team when managing important tasks?,"I love working as a team, I think great people can make great things , it’s way more fun",2025-02-27 17:20:58.937404
66,7972368656,Imagine you had to describe your family in three words—what would they be?,"Love, support, trust",2025-02-27 21:32:49.910305
67,7972368656, What word would people close to you use to describe you?,Kind. I genuinely treat people with compassion.,2025-02-27 21:36:11.109396
68,7972368656,What’s something you learned from your parents or guardians that you still apply today?,Always respect everyone. No matter who they are,2025-02-27 21:39:20.892902
69,7954959823,Is there a game or activity from your childhood that you still think about fondly?,The activity that I think about fondly is Playing with the plastic guns and the fireworks with my cousins.,2025-02-27 21:40:44.363552
70,7954959823,What’s the most spontaneous thing you’ve ever done?,One day I woke up and went for a 2 days trip with my roommate to discover Quebec landscapes.,2025-02-27 21:41:56.311861
71,7972368656,Do you believe success comes more from hard work or luck?,"I believe it’s a mix of both. You have to work hard. But i belive, even with talent and effort, sometimes opportunities come unexpectedly.",2025-02-27 21:42:09.139542
72,7954959823,Is there a moment you wish you could erase or redo?,I can’t really think about a moment that I wish erase or redo because I see everything that I lived as a life experience. I have no regrets and if I had a bad experience I would take a lessons out of it.,2025-02-27 21:46:08.519069
73,7972368656,What’s your favorite memory involving your family?,"Sunday lunch at my grandmother’s house. 
We always enjoy delicious food, and we laugh a lot. It’s a special time when we all come together. I will cherish those moments forever",2025-02-27 21:46:36.400847
74,7954959823,"If your life was turned into a movie, what genre would it be and who would play you?",It would be a romantic comedy because those are my principal aspect of my life: fun and love. and it will be played by Leonardo di caprio.,2025-02-27 21:46:40.243201
75,7954959823,Do you prefer working independently or as part of a team when managing important tasks?,When I manage important tasks I prefer to work alone because maganing a team on top of the important tasks is not time or effort efficient. I would ask for help if needed but if it is something that I can manage alone I will probably do it alone.,2025-02-27 21:51:05.539007
76,7796093064,What motivates you the most when working towards a goal?,when I want to achieve something it’s for my self esteem and make my parents happy. I like challenging myself to get to where I want,2025-02-28 16:43:24.679064
77,7796093064,"If you could relive any day from your life, which one would it be and why?","I dont know, I still have a lot to discover and each day is a great day",2025-02-28 16:43:45.977869
78,7796093064,"If your family were a TV show, what genre would it be (comedy, drama, adventure) and why?","I think something funny like Friends , brooklyn 99",2025-02-28 16:44:19.155341
79,7796093064,How do you usually react to constructive criticism?,I listen and after always ask question to understand better and try to améliorate whatever I am doing,2025-02-28 16:45:20.061339
80,7796093064,What’s the most spontaneous thing you’ve ever done?,Book a flight,2025-02-28 16:45:34.405412
81,7972368656,Imagine your friend just told you they failed something important to them. What would you say to comfort them?,"It’s okay to fail. You did your best, and that’s the most important thing. You should be proud of yourself for giving everything you got",2025-02-28 17:52:16.587782
82,7972368656,How would you describe your relationship with your family?,Very good. We talk about everything and call each other every day. We enjoy spending time together.,2025-02-28 17:54:22.651466
83,7972368656,What’s the first memory you can clearly remember?,The birth of my sister. Her crying every night.,2025-02-28 17:56:22.239795
84,7972368656,Do you believe success comes more from hard work or luck?,"I believe it’s a mix of both. You have to work hard. But i belive, even with talent and effort, sometimes opportunities come unexpectedly.",2025-02-28 17:57:16.226095
85,7972368656,Do you prefer working independently or as part of a team when managing important tasks?,"I prefer working in a team if tasks are clearly defined for everyone. However, I don’t like micromanagement.",2025-02-28 17:58:42.419515
86,7796093064,How do you handle stress or conflict?,"I usually handle them very bad , at first I panic and dont listen and after calming a bit down I will try to handle it in a better way",2025-03-01 14:20:14.136707
87,7796093064,"Under stress, do you act quickly or prefer to take a step back and reflect?",I usually act quickly,2025-03-01 14:20:22.810154
88,7796093064,Is there someone you wish you could apologize to or thank?,I would like to thank my parents for never letting me down and always supporting me,2025-03-01 14:20:41.931473
89,7796093064,Do you enjoy taking risks or do you prefer security?,I like taking at risk but with some limits,2025-03-01 14:20:53.300171
90,7796093064,What’s something you learned from your parents or guardians that you still apply today?,"Respect others, always have some values , think of others",2025-03-01 14:21:25.657215
91,7954959823,"In disagreements, do you prefer harmony or confrontation?",In disagreement I prefer harmony. It is easier to solve any problem in harmony that confrontation. When the mood is calm and everyone is able to communicate it makes the environment problem free.,2025-03-01 16:07:32.652476
92,7954959823,What is your happiest childhood memory?,"My happiest childhood memory is me playing with my cousins. We have a very good relationship and we grew up together as brothers and every time I think about the saturdays when we used to do nothing but play to everytwhole day (video games, soccer, tennis, …) it makes me happy",2025-03-01 16:10:01.342189
93,7954959823,"Under stress, do you act quickly or prefer to take a step back and reflect?",Under stress I prefer to always take a step back. It helps me get a global vision on the stressful situation and it helps me find a solution.,2025-03-01 16:11:25.797628
94,7954959823,What’s a moment that made you laugh uncontrollably?,The crazy parties that I had with my friends when we students. These a super funny moment and every time we tells the story to each other we all laugh uncontrollably. Especially the house party we did at my friends house during covid when the police arrested 2 of us.,2025-03-01 16:14:50.619680
95,7954959823,"Are you closer to certain family members? If so, who and why?","I am very close with my sisters. Both of them. Because they represent my whole life, they can be my friends and parents at the same time. It is for me the true definition of unconditional love. I love them without needing anything from them and same thing on the other way around. We are always here for each other no matter what we have so many great souvenirs together and we are on our way to create so many more.",2025-03-01 16:17:44.960417
96,7972368656,"If you could relive any day from your life, which one would it be and why?","It would be the weekend with my friends in Hammamet. We were ten girls in the apparement. We spend the day swimming and the night dancing. It was the last weekend before we started working, so we felt completely free, with no worries or responsibilities. It was a moment of pure happiness and carefree. I would love to experience it again.",2025-03-01 16:33:01.591359
97,7972368656,You witness someone being treated unfairly in public. How would you react?,"It depends on the situation. If it is serious, I would try to step in and call the police. Otherwise, I would mind my own business and keep walking.",2025-03-01 16:37:32.102334
98,7972368656,What TV shows or series have you recently enjoyed?,The office,2025-03-01 16:38:20.101896
99,7972368656,What do you value most in friendships or professional relationships?,Friendship. Friends are the family you choose. They are part of my support system since childhood.,2025-03-01 16:38:52.025544
100,7972368656,What’s your favorite memory involving your family?,"Sunday lunch at my grandmother’s house. 
We always enjoy delicious food, and we laugh a lot. It’s a special time when we all come together. I will cherish those moments forever",2025-03-01 16:39:14.458052
101,7796093064,How do you usually react to constructive criticism?,I listen and after always ask question to understand better and try to améliorate whatever I am doing,2025-03-02 17:08:00.500561
102,7796093064,"What kind of books do you enjoy reading the most? (e.g., fiction, biographies, self-development, fantasy)","I love reading books written by middle eastern/north african writters, that are usually novels",2025-03-02 17:09:26.308735
103,7796093064,"If you could have any superpower, which one would you choose and why?",I would love to teletransportate myself,2025-03-02 17:09:44.498099
104,7796093064,"If you had to take full responsibility for a failed group project, what would you say to the team?","It depends on the mood if I did it all by myself and they didn’t want to help me then I will tell them that it’s their fault but if they try to help with it, it’s because of my part that we got a bad grade that I’ll try to like I’ll just say sorry",2025-03-02 17:10:31.339575
105,7796093064,Is there a moment you wish you could erase or redo?,"No, I am very grateful what I’ve lived so far and I hope I have a lot of more experiences to come",2025-03-02 17:10:53.497536
106,7972368656,What’s the most spontaneous thing you’ve ever done?,Quitting my job. I decided to write my resignation letter and send it without thinking too much about my next move,2025-03-02 17:12:03.306496
107,7972368656,"In group settings, do you naturally take on a leadership, mediator, or observer role?","It depends on the context and the group of people in front of me.
With my colleagues, I take on a leadership role to organize the team work.
With higher-ups, I take on the role of an observer.
With my friends, I take on the role of a mediator.",2025-03-02 17:12:35.587511
108,7972368656,What makes you happiest in your daily life?,"Being surrounded by the people I love: my family, my boyfriend, and my friends",2025-03-02 17:14:33.561726
109,7972368656,"If you could pass down one piece of advice or value to future generations of your family, what would it be?","Family is the foundation of love, support, and strength, and no matter what challenges life brings, they will always be there. 
Always prioritize family over everything",2025-03-02 17:16:44.092850
110,7972368656,Are you someone who openly expresses emotions or keeps them inside?,"I keep them inside. It’s not easy for me to express my feelings.
I prefer to deal with them on my own. I need time to process my emotions before talking about them.",2025-03-02 17:20:18.963643
111,7954959823,You’ve been given a “reset” button for any part of your life. Would you use it? Why or why not?,No I wouldn’t use this button because I have no regrets on the choices that I made in my life. I wouldn’t reset anything.,2025-03-02 18:21:35.055498
112,7954959823,"If you could have any superpower, which one would you choose and why?",If I had a super power I would have chosen the super speed like the flash. Because it is a very convenient power that could help a lot of people and myself of course. Not only speed comes with this power but once it is mastered you can control time with it.,2025-03-02 18:28:56.247864
113,7954959823,How do you usually react to constructive criticism?,I am able to take constructive criticism. It is not something you usually want to hear but it is something that helps a lot for personal growth. So I think that I am mature enough to hear what people can say about me and take only the positive impact that does on me,2025-03-02 18:34:21.271046
114,7954959823,"When you're feeling down, what’s something that usually cheers you up?",When I am feeling down usually food cheers me up. But only good things. I am not a big fan of junk food so when I say food I mean one good home cooked meal can cheer me up.,2025-03-02 18:35:54.361290
115,7954959823,"Are you the type of person who takes initiative, or do you prefer waiting for clear instructions?","It depends on the contexte of course but I am usually the type of person that takes initiative. For example when we want to organize a trip with friends, I am usually the one who takes care of most of things like booking the places find the flight tickets etc…",2025-03-02 18:37:10.071176
116,7796093064,"If you could meet any historical figure, who would it be and why?","I would love to meet Habib bourguiba, the first président of Tunisia and also ATaturk",2025-03-03 13:51:18.579053
117,7796093064,"If you were a fictional character, who would you be?","I would be cinderalla, I like that she’s independent  but also a princes",2025-03-03 13:57:24.493788
118,7796093064,"If you were an animal, which one would represent your personality and why?","Fox because it’s a curious and eager for discovery, social, but also very independent",2025-03-03 13:59:33.300175
119,7796093064,"What type of movies do you usually watch? (e.g., comedy, thriller, romance, documentary)",I love watching comedies movies,2025-03-03 13:59:46.690286
120,7796093064,"If you found a wallet full of money on the street with no ID, what would you do?","I would go to the nearest police station and give it, the person would directly go there to look for it",2025-03-03 14:00:11.178294
121,7972368656,What’s a moment that made you laugh uncontrollably?,"The time we went to dine at a Michelin-starred restaurant, and my mom was giving my dad a lesson on etiquette and how to behave.",2025-03-03 15:35:34.528018
122,7972368656,"When something goes wrong in a team project, how do you usually respond?","I try to understand where the problem comes from. I analyze the situation, listen to everyone’s point of view.",2025-03-03 15:37:44.165992
123,7972368656,You’re given a leadership role in a project with a tight deadline. How do you organize the team?,"I start with a kickoff meeting to assign clear tasks to everyone. I check in regularly everyone’s progress and to address any issues. Before the deadline, we meet again to review each person’s progress and finalize the project.",2025-03-03 15:42:21.190938
124,7972368656,Imagine your friend just told you they failed something important to them. What would you say to comfort them?,"It’s okay to fail. You did your best, and that’s the most important thing. You should be proud of yourself for giving everything you got",2025-03-03 15:43:00.889779
125,7972368656,What’s a mistake you made that taught you an important life lesson?,"You shouldn’t leave things unsaid because it will only create more tension, and you will end up feeling even more frustrated with the person.  Small issues can turn into bigger problèmes",2025-03-03 15:48:23.903210
126,7954959823,"If you could instantly master any creative skill, what would it be?",I would choose to master singing. I always wanted to know how to sing. I think that music is the best form of art.,2025-03-03 17:56:38.975449
127,7954959823,"If you had to describe your personality using a weather forecast, what would it be?",I would describe my personality as a sunny day with 25 degrees Celsius. The kind of day that everyone enjoy and the kind of day that you can do any outdoors acitivity as well as indoor activities. It describes my multitasking kind of personality I have.,2025-03-03 17:58:50.902816
128,7954959823,How do you handle uncertainty or not knowing what comes next?,I handle it pretty well because it is not in my power to change the outcome. Even if I don’t like the situation where I don’t know what comes next because I like having control of every situation.,2025-03-03 18:09:23.009277
129,7954959823,What’s your go-to response when faced with an awkward situation?,"When I am faced with an awkward situation, I usually stay silent after that. It makes the situation more awkward but it is my go to response.",2025-03-03 18:14:05.747626
130,7954959823,Imagine you had to describe your family in three words—what would they be?,It would be best family ever.,2025-03-03 18:14:36.778460
131,7796093064,"When making important decisions, do you trust your instincts or rely on logical analysis?","I use both, at first my instincts but I try to resonate so I can make the best choice",2025-03-04 17:32:38.605903
132,7796093064,What are the three most important values in your life?,"Family, ambition and authenticity",2025-03-04 17:33:26.093779
133,7796093064,You find a magic lamp with three wishes. What do you ask for?,"1. Health for myself and all of my family 
2. Help me to get where I want in life 
3. Be rich",2025-03-04 17:34:04.324397
134,7796093064,"If you could have dinner with your past or future self, which one would you choose?","I would chose my past to let them now how I am doing, and that we are getting there so they feel less anxious",2025-03-04 17:34:29.053543
135,7796093064,How important is loyalty to you in relationships?,It’s one of the most import value for me in a relationship. You need people to count on and not people who can let you down,2025-03-04 17:34:52.042636
136,7954959823,"If you had to describe your personality using a weather forecast, what would it be?",I would describe my personality as a sunny day with 25 degrees Celsius. The kind of day that everyone enjoy and the kind of day that you can do any outdoors acitivity as well as indoor activities. It describes my multitasking kind of personality I have.,2025-03-04 18:11:55.825296
137,7954959823,"In times of stress or difficulty, do you turn to your family for support?",Yes in times of stress I turn to my family for support. In difficult time it is important to have someone that you can talk to and a family member is always better because they are the ones that know you the best.,2025-03-04 18:13:21.975596
138,7954959823,"Would you say you think more in words, images, or emotions?",I would say tha t j think more in images. Visualization is my technic. When I am having a problem I always try to visualize the situation and the different solution to be able to understand more what it is happening.,2025-03-04 18:14:27.145529
139,7954959823,Are you more introverted or extroverted?,I am extroverted. I have the ability to go talk to anybody at any time without being shy. I consider myself as extroverted because I am very comfortable socially.,2025-03-04 18:15:17.472910
140,7954959823,"Are you closer to certain family members? If so, who and why?",Yes I am  closer to my sisters. They are everything that I wish for. Always here to support me and help when I need it. We are in super good terms we know each other and we are always here for each other.,2025-03-04 18:17:29.716120
141,7972368656,"If you could relive one moment in your life, which one would it be and why?","It would be the weekend with my friends in Hammamet. We were ten girls in the apparement. We spend the day swimming and the night dancing. It was the last weekend before we started working, so we felt completely free, with no worries or responsibilities. It was a moment of pure happiness and carefree. I would love to experience it again.",2025-03-04 18:34:16.545035
142,7972368656,Imagine you could meet your future self—what’s the first question you’d ask?,What do you do for a living?,2025-03-04 18:35:00.488175
143,7972368656,"You’ve been training hard for something, but at the last moment, someone else takes your spot. How do you react?","I would feel very bad inside because I worked hard. It would be disappointing and frustrating, but I wouldn’t show my feelings to the other person.",2025-03-04 18:37:22.568737
144,7972368656,You find a wallet on the street with a large sum of money but no ID. What do you do?,"I would post about it on social media in large community groups. I would also inform nearby restaurants and shops, letting them know that I found the wallet and giving them my phone number in case the owner comes looking for it.",2025-03-04 18:39:30.769473
145,7972368656,"In disagreements, do you prefer harmony or confrontation?","I don’t like tension or conflict, so I usually listen to others and try to understand their point of view. If possible, I look for a compromise that makes everyone feel comfortable.",2025-03-04 18:40:49.820100
146,7796093064,"In times of stress or difficulty, do you turn to your family for support?","Yes , I always get help from family when I am stresse, they handle stress better than me so they help me a lot",2025-03-05 13:26:02.479991
147,7796093064,Your friend is making a big mistake in their personal life. Do you intervene or let them learn from their experience?,"I usually  give them advice nicely and honestly, after they do whatever they want even if they don’t listen to me",2025-03-05 13:26:42.503023
148,7796093064,"If you had one day to do anything you wanted, how would you spend it?",I would spend it with my family and my friend around the beach and shopping and eating,2025-03-05 13:27:03.247978
149,7796093064,"If you had to take full responsibility for a failed group project, what would you say to the team?",I would say sorry if I am wrong but if no one helped I ll telle them that they should have helped me,2025-03-05 13:27:28.818566
150,7796093064,You catch someone lying to you. Do you confront them immediately or let it go?,"It depends on how the lie is big, but usually I confront them I am very honest person and I don’t like lies",2025-03-05 13:27:56.378264
151,7972368656,How do you handle conflicts in friendships or relationships?,"I don’t like conflicts. I listen to what others have to say, but I don’t respond in the heat of the moment. I take some time alone to calm down.",2025-03-05 15:26:42.862700
152,7972368656,Who in your family has influenced you the most and how?,"My little brother. He has always been honest with himself and others. His intelligence and kindness make him someone I truly admire. He has a heart of gold and is always ready to help others without expecting anything in return. He also fully accepts his flaws, which makes him even more authentic",2025-03-05 15:32:26.285470
153,7972368656,How do you typically show love and appreciation to your family?,With hugs and loving words. I will hug them 10 times a day and tell them I love them every hour.,2025-03-05 15:34:01.590913
154,7972368656,You’re given the chance to switch lives with someone for a day. Who do you choose and why?,"A singer such as Miley Cyrus, just to see what it’s like for a day to be a celebrity, and to have an amazing voice.",2025-03-05 15:38:05.471423
155,7972368656,You discover that a company you work for is engaging in unethical practices. What do you do?,"It depends on the context. If it involves child labor or slavery, I would resign and report it to the proper authorities. If it’s something less serious, I would talk about it with others.",2025-03-05 15:40:14.085889
156,7954959823,"What was the most difficult moment you’ve ever faced, and how did you overcome it?",Moving to Canada is the most difficult moment I faced. It was hard because I moved to a country that I don’t know and getting out of my comfort zone. I overcame it by being my self and I had tiny leash the social and extrovert person in me to be able to make some new friends and with the a great group of friends you can overcome a lot of obstacles.,2025-03-05 18:08:46.110155
